province,year,resource_response_type,province_resource_response_type,resource_response_score,medical_staff_10k_persons,medical_institutions_count,census_2020_population,census_2020_age65_plus_pct,medical_staff_per_10k_population,medical_institutions_per_million_population,medical_staff_growth_5y,medical_institutions_growth_5y,pm25_latest_year,pm25_population_weighted_ug_m3,pm25_pressure_percentile,province_risk_exposure_score,province_risk_exposure_type,province_burden_pressure_score,province_risk_exposure_score,province_combined_pressure_score,province_response_score,province_adaptation_gap_score,province_adaptation_gap_percentile,province_abcd_type,province_d_policy_score,province_d_payment_policy_score,chronic_policy_execution_score,chronic_policy_execution_type,chronic_demo_zone_count_2014_2026,chronic_demo_zone_count_recent_2020_2026,province_d_policy_type,province_d_policy_readiness,nbs2024_death_rate_per_mille_candidate,nbs2024_natural_growth_rate_per_mille_candidate,nbs2024_urban_population_share_pct_candidate,nbs2024_gross_regional_product_100m_yuan_candidate,nbs2024_urbanization_percentile_candidate,nbs2024_grp_percentile_candidate,nbs_mortality_panel_year_count,nbs_mortality_panel_years,nbs_mortality_latest_death_rate_per_mille_candidate,nbs_mortality_latest_death_rate_change_yoy_candidate,gbd2021_ncd_age_standardized_daly_rate_per100k,gbd2021_ncd_daly_rate_change_1990_2021_pct,gbd2021_ncd_daly_percentile,gbd2017_four_cause_daly_sum_per100k,gbd2021_ncd_mortality_percentile,freshness_rank_shift_2021_minus_2017,health_outcome_anchor_score,health_outcome_anchor_type,health_outcome_anchor_consistency_score,health_outcome_anchor_consistency_type,nbs_latest_crude_death_percentile,nbs2024_medical_beds_10k_candidate,nbs2024_medical_insurance_enrollment_10k_candidate,nbs2024_medical_insurance_fund_income_100m_candidate,nbs2024_medical_insurance_fund_expenditure_100m_candidate,c_layer_qc_pass_fields,c_layer_qc_status,c_layer_manual_review_required_for_core_score,drg_pilot_city_count,dip_pilot_city_count,payment_reform_city_count_total,policy_first_event_year,china_local_policy_execution_score,china_local_policy_execution_type,policy_execution_scored_domain_count,national_policy_milestone_domain_count,family_doctor_policy_milestone_available,hierarchical_care_policy_milestone_available,healthy_city_policy_milestone_available,policy_exposure_note,dominant_risk_triplet,dominant_disease_triplet,global_china_profile,national_top_risks_summary,province_policy_priority,recommended_policy_package,card_text,data_caveat
河南省,2024,人均资源中位,相对均衡观察型,0.532258064516129,109.55,86702.0,99365519.0,13.49,110.24951220754957,872.5562033244147,0.23394908763234956,0.22574716543670648,2024,46.3081696749895,0.967741935483871,0.5919354838709678,省级压力中位,0.5806451612903226,0.6129032258064517,0.5919354838709678,0.532258064516129,0.059677419354838834,0.6774193548387096,相对均衡型,0.8785645161290323,0.96,0.7790322580645161,慢病政策执行高位,25,13,高政策暴露；慢病政策执行高位,D层政策暴露高位,7.89,-0.11,59.22,63590.0,0.1935483870967742,0.8387096774193549,6,2018;2019;2021;2022;2023;2024,7.89,-0.1100000000000003,19365.1,-28.1,,14391.39,0.4516129032258064,-0.2580645161290322,0.535483870967742,NCD健康结局中位锚点,0.8387096774193549,高一致性,0.5161290322580645,76.51,9728.9,1612.1,1465.2,3,field_level_reviewed_partial,True,1.0,2.0,3.0,2019,0.8785645161290323,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"PM2.5(65.4,P81) / 高BMI(10.8,P77) / 高钠饮食(48.0,P77)",心血管疾病(7625.2) / 肿瘤(4433.1) / 慢性呼吸系统疾病(1325.6),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先做风险监测、慢病质量提升和局部短板治理,高血压筛查、控盐行动和基层连续用药；PM2.5协同治理、心肺慢病筛查和高风险人群防护；糖尿病早筛、体重管理和社区慢病随访,"河南省当前为相对均衡观察型。压力与响应相对匹配，重点盯住PM2.5(65.4,P81) / 高BMI(10.8,P77) / 高钠饮食(48.0,P77)，避免局部缺口扩大；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
天津市,2024,人均资源中位,相对均衡观察型,0.55,17.16,6939.0,13866009.0,14.75,123.75586947909812,500.4323882957238,0.23275862068965525,0.16387118416638713,2024,38.1753424657534,0.8709677419354839,0.5995967741935484,省级压力中位,0.5080645161290323,0.6728110599078342,0.5995967741935484,0.55,0.049596774193548354,0.6451612903225806,相对均衡型,0.6951854838709678,0.94,0.3959677419354839,慢病政策执行中位,8,5,高政策暴露；慢病政策执行中位,D层政策暴露高位,6.96,-1.97,86.01,18024.3,0.9354838709677419,0.25806451612903225,6,2018;2019;2021;2022;2023;2024,6.96,-0.08,19233.2,-25.4,,12349.25,0.6129032258064516,0.064516129032258,0.496774193548387,NCD健康结局中位锚点,0.8440860215053764,高一致性,0.3225806451612903,7.32,1227.7,542.7,483.6,4,field_level_reviewed_high_confidence,True,1.0,1.0,2.0,2019,0.6951854838709678,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"高血糖(2.1,P100) / PM2.5(85.4,P97) / 高BMI(14.8,P97)",心血管疾病(6148.2) / 肿瘤(3971.1) / 糖尿病和肾病(1243.7),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先做风险监测、慢病质量提升和局部短板治理,PM2.5协同治理、心肺慢病筛查和高风险人群防护；糖尿病早筛、体重管理和社区慢病随访,"天津市当前为相对均衡观察型。压力与响应相对匹配，重点盯住高血糖(2.1,P100) / PM2.5(85.4,P97) / 高BMI(14.8,P97)，避免局部缺口扩大；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
广东省,2024,人均资源低位,年轻结构资源短板型,0.2806451612903226,120.25,66125.0,126012510.0,8.58,95.42703339533512,524.7494871739322,0.2501299511383721,0.22680890538033394,2024,20.039196928026684,0.16129032258064516,0.2870967741935484,省级压力低位,0.1935483870967742,0.5161290322580646,0.2870967741935484,0.2806451612903226,0.006451612903225823,0.6129032258064516,低压低响应型,0.8356048387096775,1.0,0.6346774193548388,慢病政策执行中位,19,11,高政策暴露；慢病政策执行中位,D层政策暴露高位,5.2,3.69,75.91,141633.8,0.9032258064516129,1.0,6,2018;2019;2021;2022;2023;2024,5.2,-0.1600000000000001,16970.6,-36.4,,9027.52,0.1612903225806451,0.0967741935483871,0.1532258064516129,NCD健康结局低压锚点,0.9086021505376344,高一致性,0.032258064516129,64.44,11187.6,,2674.7,3,field_level_reviewed_partial,True,1.0,5.0,6.0,2019,0.8356048387096775,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"高血糖(2.0,P94) / 饮酒(12.2,P77) / PM2.5(51.2,P48)",心血管疾病(3498.0) / 肿瘤(3453.2) / 慢性呼吸系统疾病(1156.3),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先补基层能力和基础服务网络,PM2.5协同治理、心肺慢病筛查和高风险人群防护；糖尿病早筛、体重管理和社区慢病随访；酒精危害干预和重点人群行为风险管理,"广东省当前为年轻结构资源短板型。当前压力不算最高，但响应能力偏弱，应先补资源底盘并监测高血糖(2.0,P94) / 饮酒(12.2,P77) / PM2.5(51.2,P48)；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
山西省,2024,人均资源中位,相对均衡观察型,0.45967741935483875,39.25,38415.0,34915616.0,12.9,112.41388380488547,1100.2240372903632,0.1486684225929178,-0.08887149565959873,2024,37.42379819594856,0.8064516129032258,0.4423387096774194,省级压力中位,0.29838709677419356,0.6405529953917052,0.4423387096774194,0.45967741935483875,-0.01733870967741935,0.5806451612903226,低压低响应型,0.8189354838709678,0.94,0.670967741935484,慢病政策执行高位,15,9,高政策暴露；慢病政策执行高位,D层政策暴露高位,8.33,-1.39,66.32,25494.7,0.5483870967741935,0.3548387096774194,6,2018;2019;2021;2022;2023;2024,8.33,-0.0500000000000007,19385.5,-33.7,,11434.39,0.5161290322580645,0.2580645161290322,0.5096774193548388,NCD健康结局中位锚点,0.8172043010752689,高一致性,0.6451612903225806,22.99,3157.6,676.1,563.1,4,field_level_reviewed_high_confidence,True,1.0,1.0,2.0,2019,0.8189354838709678,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"高收缩压(7.7,P90) / 高血糖(1.8,P77) / 高BMI(10.7,P74)",心血管疾病(5660.2) / 肿瘤(3733.6) / 慢性呼吸系统疾病(1055.8),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先补基层能力和基础服务网络,高血压筛查、控盐行动和基层连续用药；糖尿病早筛、体重管理和社区慢病随访,"山西省当前为相对均衡观察型。当前压力不算最高，但响应能力偏弱，应先补资源底盘并监测高收缩压(7.7,P90) / 高血糖(1.8,P77) / 高BMI(10.7,P74)；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
广西壮族自治区,2024,人均资源中位,相对均衡观察型,0.4387096774193549,55.95,34685.0,50126804.0,12.2,111.61693053480928,691.945171688983,0.27043596730245234,0.029870245553609065,2024,25.344253881165013,0.25806451612903225,0.4161290322580645,省级压力中位,0.6129032258064516,0.19815668202764974,0.4161290322580645,0.4387096774193549,-0.02258064516129038,0.5483870967741935,低压低响应型,0.4149112903225807,0.47,0.3475806451612903,慢病政策执行中位,10,7,中政策暴露；慢病政策执行中位,D层政策暴露中位,7.49,0.88,57.39,28649.4,0.16129032258064516,0.41935483870967744,6,2018;2019;2021;2022;2023;2024,7.49,-0.1299999999999999,18853.2,-26.4,,13349.97,0.2580645161290322,-0.2258064516129032,0.35,NCD健康结局中位锚点,0.8333333333333334,高一致性,0.4516129032258064,37.73,5113.7,,853.6,3,field_level_reviewed_partial,True,1.0,0.0,1.0,2019,0.4149112903225807,地方政策执行中位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"高血糖(1.3,P32) / 饮酒(10.2,P32) / PM2.5(41.5,P26)",心血管疾病(6041.1) / 肿瘤(4594.6) / 慢性呼吸系统疾病(1625.5),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先补基层能力和基础服务网络,PM2.5协同治理、心肺慢病筛查和高风险人群防护；糖尿病早筛、体重管理和社区慢病随访；酒精危害干预和重点人群行为风险管理,"广西壮族自治区当前为相对均衡观察型。当前压力不算最高，但响应能力偏弱，应先补资源底盘并监测高血糖(1.3,P32) / 饮酒(10.2,P32) / PM2.5(41.5,P26)。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
河北省,2024,人均资源高位,资源储备较强型,0.7241935483870967,84.26,93648.0,74610235.0,13.92,112.93356735841938,1255.162914310617,0.3019159456118665,0.10628344614948437,2024,40.0679125326305,0.9354838709677419,0.6612903225806451,省级压力中位,0.6612903225806452,0.6889400921658986,0.6612903225806451,0.7241935483870967,-0.06290322580645158,0.5161290322580645,相对均衡型,0.8555645161290324,1.0,0.6790322580645162,慢病政策执行高位,20,10,高政策暴露；慢病政策执行高位,D层政策暴露高位,8.22,-2.32,63.42,47526.9,0.3870967741935484,0.6129032258064516,6,2018;2019;2021;2022;2023;2024,8.22,-0.1099999999999994,21082.6,-21.9,,15539.74,0.7741935483870968,-0.0645161290322581,0.7677419354838708,NCD健康结局高压锚点,0.8870967741935484,高一致性,0.6129032258064516,54.69,67779.0,1344.7,1163.8,4,field_level_reviewed_high_confidence,True,1.0,4.0,5.0,2019,0.8555645161290324,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"PM2.5(73.6,P94) / 高收缩压(7.7,P87) / 高BMI(11.1,P82)",心血管疾病(8761.9) / 肿瘤(4370.9) / 慢性呼吸系统疾病(1236.8),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先做风险监测、慢病质量提升和局部短板治理,高血压筛查、控盐行动和基层连续用药；PM2.5协同治理、心肺慢病筛查和高风险人群防护；糖尿病早筛、体重管理和社区慢病随访,"河北省当前为资源储备较强型。压力与响应相对匹配，重点盯住PM2.5(73.6,P94) / 高收缩压(7.7,P87) / 高BMI(11.1,P82)，避免局部缺口扩大；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
陕西省,2024,人均资源中位,相对均衡观察型,0.5290322580645161,47.96,35426.0,39528999.0,13.32,121.32864786178875,896.2028104986924,0.101010101010101,0.0006213987120098352,2024,39.20508941190747,0.9032258064516129,0.46048387096774196,省级压力中位,0.3870967741935484,0.5046082949308756,0.46048387096774196,0.5290322580645161,-0.06854838709677419,0.4838709677419355,相对均衡型,0.7866370967741936,0.94,0.5991935483870968,慢病政策执行中位,15,7,高政策暴露；慢病政策执行中位,D层政策暴露高位,,-0.69,66.14,35538.8,0.5161290322580645,0.5806451612903226,6,2018;2019;2021;2022;2023;2024,8.05,-0.0899999999999998,18920.9,-40.1,,12205.87,0.4838709677419355,0.0,0.4129032258064516,NCD健康结局中位锚点,0.8817204301075269,高一致性,0.5483870967741935,20.77,3716.1,929.2,756.0,5,field_level_reviewed_high_confidence,False,1.0,1.0,2.0,2019,0.7866370967741936,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"高钠饮食(47.9,P74) / 吸烟(7.0,P61) / 饮酒(11.1,P58)",心血管疾病(6442.3) / 肿瘤(3569.0) / 慢性呼吸系统疾病(1239.2),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先做风险监测、慢病质量提升和局部短板治理,高血压筛查、控盐行动和基层连续用药；无烟环境执法、戒烟门诊和烟草风险宣传；酒精危害干预和重点人群行为风险管理,"陕西省当前为相对均衡观察型。压力与响应相对匹配，重点盯住高钠饮食(47.9,P74) / 吸烟(7.0,P61) / 饮酒(11.1,P58)，避免局部缺口扩大；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
江西省,2024,人均资源中位,相对均衡观察型,0.4370967741935484,45.97,39392.0,45188635.0,11.89,101.72911839448128,871.7236092659139,0.31983921906402535,0.06381484782197733,2024,26.261143368678045,0.3225806451612903,0.3560483870967742,省级压力中位,0.3951612903225807,0.3248847926267281,0.3560483870967742,0.4370967741935484,-0.0810483870967742,0.45161290322580644,低压低响应型,0.7799677419354839,0.98,0.5354838709677419,慢病政策执行中位,14,8,高政策暴露；慢病政策执行中位,D层政策暴露高位,7.23,-0.58,63.77,34202.5,0.41935483870967744,0.5483870967741935,6,2018;2019;2021;2022;2023;2024,7.23,-0.1299999999999999,18461.0,-48.7,,11360.67,0.3225806451612903,0.032258064516129,0.3016129032258064,NCD健康结局低压锚点,0.946236559139785,高一致性,0.3548387096774194,34.05,4487.1,768.1,711.6,4,field_level_reviewed_high_confidence,True,1.0,3.0,4.0,2019,0.7799677419354839,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"吸烟(7.0,P66) / 高钠饮食(47.4,P65) / 饮酒(9.9,P23)",心血管疾病(4978.2) / 肿瘤(3792.2) / 慢性呼吸系统疾病(1644.9),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先补基层能力和基础服务网络,高血压筛查、控盐行动和基层连续用药；无烟环境执法、戒烟门诊和烟草风险宣传；酒精危害干预和重点人群行为风险管理,"江西省当前为相对均衡观察型。当前压力不算最高，但响应能力偏弱，应先补资源底盘并监测吸烟(7.0,P66) / 高钠饮食(47.4,P65) / 饮酒(9.9,P23)；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
贵州省,2024,人均资源中位,相对均衡观察型,0.6064516129032258,44.43,30869.0,38562148.0,11.56,115.21661085891793,800.500013640319,0.28003457216940353,0.08270492090771975,2024,17.586551827050283,0.0967741935483871,0.510483870967742,省级压力中位,0.6935483870967741,0.4009216589861751,0.510483870967742,0.6064516129032258,-0.09596774193548385,0.41935483870967744,相对均衡型,0.7048467741935485,0.98,0.3685483870967742,慢病政策执行中位,11,5,高政策暴露；慢病政策执行中位,D层政策暴露高位,7.74,3.0,56.65,22667.1,0.0967741935483871,0.3225806451612903,6,2018;2019;2021;2022;2023;2024,7.74,-0.0299999999999993,21498.0,-36.6,,13904.91,0.8709677419354839,0.2258064516129032,0.7983870967741936,NCD健康结局高压锚点,0.7688172043010753,中一致性,0.4838709677419355,32.48,4146.4,721.2,642.4,5,field_level_reviewed_high_confidence,False,1.0,3.0,4.0,2019,0.7048467741935485,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"吸烟(8.4,P100) / 高收缩压(6.9,P77) / 高钠饮食(44.7,P42)",心血管疾病(6711.7) / 肿瘤(3597.5) / 慢性呼吸系统疾病(2466.0),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先做风险监测、慢病质量提升和局部短板治理,高血压筛查、控盐行动和基层连续用药；无烟环境执法、戒烟门诊和烟草风险宣传,"贵州省当前为相对均衡观察型。压力与响应相对匹配，重点盯住吸烟(8.4,P100) / 高收缩压(6.9,P77) / 高钠饮食(44.7,P42)，避免局部缺口扩大；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
内蒙古自治区,2024,人均资源高位,资源储备较强型,0.717741935483871,30.16,26768.0,24049155.0,13.05,125.40981169608662,1113.0536603053206,0.20978740473325308,0.08972480052108778,2024,25.017713585203488,0.22580645161290322,0.5814516129032258,省级压力中位,0.5806451612903225,0.6566820276497696,0.5814516129032258,0.717741935483871,-0.13629032258064522,0.3870967741935484,相对均衡型,0.7861370967741936,0.98,0.5491935483870968,慢病政策执行中位,12,7,高政策暴露；慢病政策执行中位,D层政策暴露高位,8.36,-2.84,70.73,26314.6,0.7096774193548387,0.3870967741935484,6,2018;2019;2021;2022;2023;2024,8.36,-0.0600000000000005,21270.2,-37.5,,14111.36,0.9032258064516128,0.1290322580645161,0.8032258064516128,NCD健康结局高压锚点,0.8655913978494624,高一致性,0.6774193548387096,17.36,2164.0,554.7,518.8,4,field_level_reviewed_high_confidence,True,1.0,3.0,4.0,2019,0.7861370967741936,地方政策执行高位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"高收缩压(7.8,P94) / 高钠饮食(50.5,P94) / 高BMI(10.6,P71)",心血管疾病(7502.2) / 肿瘤(4167.9) / 慢性呼吸系统疾病(1408.8),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先做风险监测、慢病质量提升和局部短板治理,高血压筛查、控盐行动和基层连续用药；糖尿病早筛、体重管理和社区慢病随访,"内蒙古自治区当前为资源储备较强型。压力与响应相对匹配，重点盯住高收缩压(7.8,P94) / 高钠饮食(50.5,P94) / 高BMI(10.6,P71)，避免局部缺口扩大；医保支付改革试点暴露较强，可优先承接服务效率和资源配置优化情景。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
海南省,2024,人均资源中位,相对均衡观察型,0.435483870967742,10.96,6382.0,10081232.0,10.43,108.71687111257833,633.0575469347397,0.27590221187427244,0.17814288351486063,2024,14.591736385743689,0.06451612903225806,0.2991935483870967,省级压力低位,0.30645161290322576,0.35023041474654376,0.2991935483870967,0.435483870967742,-0.13629032258064527,0.3548387096774194,低压低响应型,0.6574435483870968,0.94,0.3120967741935484,慢病政策执行低位,7,3,高政策暴露；慢病政策执行低位,D层政策暴露中位,6.31,3.06,63.08,7935.7,0.3548387096774194,0.12903225806451613,6,2018;2019;2021;2022;2023;2024,6.31,-0.1600000000000001,19230.3,-28.2,,9436.0,0.3870967741935484,0.2903225806451612,0.3629032258064515,NCD健康结局中位锚点,0.8225806451612904,高一致性,0.1935483870967742,6.15,943.4,,178.8,3,field_level_reviewed_partial,True,1.0,1.0,2.0,2019,0.6574435483870968,地方政策执行中位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"高血糖(1.9,P87) / 吸烟(7.0,P58) / 饮酒(10.5,P45)",心血管疾病(3874.9) / 肿瘤(3309.8) / 慢性呼吸系统疾病(1198.8),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先补基层能力和基础服务网络,无烟环境执法、戒烟门诊和烟草风险宣传；糖尿病早筛、体重管理和社区慢病随访；酒精危害干预和重点人群行为风险管理,"海南省当前为相对均衡观察型。当前压力不算最高，但响应能力偏弱，应先补资源底盘并监测高血糖(1.9,P87) / 吸烟(7.0,P58) / 饮酒(10.5,P45)。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
上海市,2024,人均资源中位,相对均衡观察型,0.6064516129032258,31.4,6421.0,24870895.0,16.28,126.2519905294924,258.1732583407232,0.2625653397667871,0.14722172592460248,2024,27.9808219178082,0.3870967741935484,0.4689516129032258,省级压力中位,0.16935483870967744,0.6059907834101382,0.4689516129032258,0.6064516129032258,-0.1375,0.3064516129032258,相对均衡型,0.5315161290322581,0.94,0.032258064516129,慢病政策执行低位,2,0,高政策暴露；慢病政策执行低位,D层政策暴露中位,6.28,-1.53,89.85,53926.7,1.0,0.7419354838709677,6,2018;2019;2021;2022;2023;2024,6.28,-0.0899999999999998,15140.5,-33.1,,7747.570000000001,0.032258064516129,0.0,0.0451612903225806,NCD健康结局低压锚点,0.935483870967742,高一致性,0.1612903225806451,18.61,2020.4,2164.5,1661.0,4,field_level_reviewed_high_confidence,True,1.0,1.0,2.0,2019,0.5315161290322581,地方政策执行中位,2,3,True,True,True,该省存在DRG或DIP国家试点城市，可作为省级D层政策暴露时间线种子。,"饮酒(13.6,P97) / 高BMI(13.1,P94) / PM2.5(71.4,P90)",肿瘤(3210.0) / 心血管疾病(2535.2) / 慢性呼吸系统疾病(1009.2),类型1-高负担转型承压型 / 非传染病高压期 / 高压高响应型,高收缩压 / 吸烟 / 高血糖,优先做风险监测、慢病质量提升和局部短板治理,PM2.5协同治理、心肺慢病筛查和高风险人群防护；糖尿病早筛、体重管理和社区慢病随访；酒精危害干预和重点人群行为风险管理,"上海市当前为相对均衡观察型。压力与响应相对匹配，重点盯住饮酒(13.6,P97) / 高BMI(13.1,P94) / PM2.5(71.4,P90)，避免局部缺口扩大。",已补GBD 2017省级疾病负担与风险SEV、GBD 2021省级NCD年龄标化健康结局锚点、地级市人口加权PM2.5、人口与卫生资源，并接入NHSA DRG/DIP、NHC慢病示范区、地方政策执行指标和NBS粗死亡率敏感性面板；床位、医保和基金收支为字段级QC候选不纳入核心评分，当前不声明省级健康结果强因果。
