iso3,year,analysis_population_total,gbd_rate_cardiovascular_diseases,gbd_rate_chronic_respiratory_diseases,gbd_rate_neoplasms,gbd_rate_diabetes_kidney,gbd_rate_cardiovascular_diseases_per100k,gbd_rate_chronic_respiratory_diseases_per100k,gbd_rate_neoplasms_per100k,gbd_rate_diabetes_kidney_per100k,life_expectancy,life_expectancy_male,life_expectancy_female,hdi,population_thousands,pop_density,median_age,pop_growth_rate,tfr,wdi_population_65_plus_pct,wdi_population_total,wdi_urban_population_pct,wdi_gdp_per_capita,wdi_gini,dbd_smoking,dbd_pm25,dbd_high_bmi,dbd_high_glucose,dbd_high_sbp,dbd_dietary_risks,dbd_smoking_per100k,dbd_pm25_per100k,dbd_high_bmi_per100k,dbd_high_glucose_per100k,dbd_high_sbp_per100k,dbd_dietary_risks_per100k,wdi_diabetes_prevalence,wdi_pm25,mpower_group,beds_10k,doctors_10k,nurses_10k,uhc_index,che_pct_gdp,che_pc_usd,govt_he_pct,ext_he_pct,wdi_health_expenditure_per_capita,wdi_government_health_expenditure_pct,wdi_external_health_expenditure_pct,wdi_hospital_beds,wdi_physicians,wdi_nurses_midwives,wdi_out_of_pocket_pct,wb_hnp_hci,wb_hnp_skilled_birth_attendance,wb_hnp_immunization_dpt,wb_hnp_immunization_measles,wb_hnp_immunization_hepb3,vulnerability_type_code,vulnerability_type_label,overall_vulnerability_score,burden_pressure_score,risk_pressure_score,combined_pressure_score,resource_response_score,context_support_score,adjusted_response_score,adaptation_gap_score,response_diagnosis_type,component__beds_10k,component__doctors_10k,component__nurses_10k,component__uhc_index,component__che_pct_gdp,component__che_pc_usd,component__govt_he_pct,component__wdi_health_expenditure_per_capita,component__wdi_government_health_expenditure_pct,component__wdi_hospital_beds,component__wb_hnp_immunization_dpt,component__wb_hnp_immunization_measles,component__wb_hnp_immunization_hepb3,component__ext_he_pct,component__wdi_external_health_expenditure_pct,component__wdi_out_of_pocket_pct,weakest_resource_components,dominant_risk_triplet
AFG,2023,41454761.0,53148.62525903499,4398.881414504418,10155.160292733302,6302.473008237649,128.20873640794838,10.611281571504945,24.496969823884168,15.20325496084189,66.0346,64.4667,67.5357,0.496,41454.761,63.8457,16.9404,2.846,4.8403,2.37753752819851,41454761.0,25.4730529631167,9005.93663621853,,7793.921427700619,30691.34360975992,9560.827867902462,10905.80159866672,31503.55058450196,19739.868720425824,18.80102849393009,74.03575094730354,23.06328063959279,26.307717945031015,75.9950119710061,47.617856777478046,,,,3.525529744,3.17,5.49,42.0,14.9857626,59.06770706,1.65323246,21.20718193,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.2078197986898592,0.11237046632124352,0.26302533103051234,0.18769789867587794,0.22887995544152354,0.13572163439848547,0.21024829123291594,-0.022550392557038,低压低响应型,0.01935483870967742,0.17439106901217863,0.07765023632680622,0.18199481865284975,0.9896224332082137,0.22912063632346444,0.0006623978803267829,,,,,,,0.15824321341867137,,,component__govt_he_pct / component__beds_10k / component__nurses_10k,高收缩压 / 高血糖 / 膳食风险
AGO,2023,36749906.0,30514.224438421406,6675.303963721912,19250.04360373612,8793.740406941472,83.03211561526554,18.164138878945465,52.38120501243221,23.92860653015404,64.617,62.0991,67.1445,0.616,36749.906,29.4777,16.4524,3.064,5.1239,2.81144936806097,36749906.0,69.8515032220457,369790.1664034521,,7608.985388383397,18265.99934816333,7169.09727818469,9818.803493342788,16881.006393785625,11803.935493589674,20.704775104413592,49.703526719669235,19.50779759323654,26.71790097461144,45.93482876877461,32.11963451985339,,,,,,,44.0,2.54692864,76.07118225,44.52539825,7.16891336,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.4471399082288371,0.23299870466321243,0.15738341968911918,0.1951910621761658,0.25113504140549336,0.5033489593342104,0.3015778249912368,-0.106386762815071,低压低响应型,,,,0.20174870466321243,0.051225436078604546,0.28722934158197083,0.4011923161845882,,,,,,,0.3142794085190907,,,component__che_pct_gdp / component__uhc_index / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
ALB,2023,2414095.0,10585.918564220432,1097.0838925192477,4379.159352788368,636.1342758468534,438.50463897321487,45.44493454148439,181.39962813345656,26.350838548062665,79.6019,77.7278,81.4459,0.81,2811.655,102.6226,36.2768,-0.711,1.3479,16.3020000675759,2414095.0,58.2106086137857,264992.0707801872,,3797.243645367504,2321.5893018413967,1413.0523813048403,1839.3590156027983,6251.96793244796,3684.458297327085,157.29470652014538,96.16810033745136,58.53342065266033,76.19248685750968,258.97770934648224,152.6227550004074,,,,,,,71.0,7.05240345,590.62799072,49.59543228,0.87209868,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.2594692664423628,0.6751403281519862,0.7637449625791595,0.7194426453655729,0.5860940590191814,0.7362875067933585,0.6161327485740169,0.103309896791556,高压高响应型,,,,0.5765328151986183,0.6601898873923604,0.6851524524966858,0.47228968867299626,,,,,,,0.5363054513352461,,,component__govt_he_pct / component__ext_he_pct / component__uhc_index,高收缩压 / 吸烟 / 高血糖
AND,2023,80856.0,175.3657386091529,34.1917307134299,224.6406153110692,27.81059635942728,216.88648784153668,42.287190453930315,277.8280094378515,34.39521663132888,84.0406,82.1004,86.1073,0.913,80.856,172.034,43.1623,1.39,1.0815,15.4181507865836,80856.0,88.8201609217082,43207.420099876006,,83.33516707066683,25.48137370904086,48.872205553486424,45.26217822087774,97.76368359195205,65.46256093246521,103.06615102239392,31.514511859405435,60.44351137019692,55.97875014949756,120.91085830606517,80.96190874204166,,,,,50.43,47.22,75.0,7.69928026,3605.19799805,70.80240631,0.0,4647.50708324991,71.12071228,,,,,10.98071861,,,,,,1.0,类型1-高负担转型承压型,-0.1895240367844691,0.6793501727115717,0.5181706966033391,0.5987604346574554,0.809618936721886,0.8193144730658004,0.8115580439906689,-0.21279760933321346,相对均衡型,,0.9682002706359946,0.5580688723835247,0.677461139896373,0.7228968867299624,0.910958904109589,0.7721351291675866,0.94287680660702,0.7811780947998159,,,,,0.8787243434120503,,0.8836889194769443,component__nurses_10k / component__uhc_index / component__che_pct_gdp,高收缩压 / 吸烟 / 高血糖
ARE,2023,10483751.0,4793.097139554908,413.4692190673581,2941.319861912613,1575.1883769364315,45.71929588517418,3.9439053738242937,28.05598742198869,15.02504568199332,82.9091,81.9778,84.2043,0.94,10642.081,149.8378,31.2317,3.704,1.2,1.69563170962521,10483751.0,85.6680699002526,83713.80155712101,,1313.098943217375,2296.238991146151,2135.124368692737,2311.7110745828713,2769.1135597067296,2102.2709988157735,12.525087091608482,21.90283793602262,20.36603472070957,22.05041949759081,26.413385435296295,20.05266052976433,,,,,29.92,61.56,84.0,4.97095108,2401.52026367,66.77935791,0.0,,,,,,,,,,,,,3.0,类型3-相对稳健型,-1.3461778279365455,0.023909758203799654,0.07012809441565919,0.047018926309729425,0.7414593877846996,0.6423194114579188,0.7216313925193435,-0.674612466209614,相对均衡型,,0.7073748308525034,0.6897366644159352,0.935880829015544,0.3954515345550894,0.8740609809986744,0.7089865312431001,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__nurses_10k / component__doctors_10k,高收缩压 / 高血糖 / 膳食风险
ARG,2023,45538401.0,106108.61257818872,17971.570022034186,83654.44702150741,29253.208995485427,233.00908738141405,39.46464879615379,183.70088800770017,64.23855109775468,77.3947,74.8049,79.8754,0.865,45538.401,16.3114,32.1217,0.349,1.5,12.2030217969226,45538401.0,92.1945132257907,617950.4695660194,42.4,34205.16208318126,23641.094344083293,37090.46393206088,31285.868254042853,56947.554266817526,42809.46758916412,75.11278686131571,51.91463429750924,81.44876218218747,68.70216688996798,125.05391716941824,94.00740177320702,,,,,50.88,64.87,80.0,10.2695179,1456.98596191,60.22618103,0.84831756,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.129496812094794,0.7307318652849741,0.5846646516983305,0.6576982584916523,0.7731450618915643,0.7284013813954567,0.7641963257923428,-0.10649806730069045,相对均衡型,,0.9702300405953992,0.724848075624578,0.8287996545768567,0.9165378670788253,0.8179407865665046,0.6144844336498123,,,,,,,0.5391745751489737,,,component__ext_he_pct / component__govt_he_pct / component__nurses_10k,高收缩压 / 吸烟 / 高血糖
ARM,2023,2964300.0,12503.833429275632,483.1203969737001,4612.4583127460555,649.1723302945178,421.81403465491456,16.29795894388895,155.6002534408142,21.899683915073297,75.6827,71.3852,79.4535,0.811,2943.393,103.4076,35.8324,2.789,1.714,13.2110458915952,2964300.0,65.6956882008852,796732.1941644744,27.2,4225.801305627855,3779.1573217497744,2114.5605154523505,2105.693790953661,8189.440564936012,4598.672083335356,142.55646545990132,127.48903018418426,71.33422782621025,71.03511085091458,276.26895270168376,155.13517806346712,,,,42.399974451,,,69.0,9.32119179,766.95874023,15.71054554,0.38765869,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.0435822661516757,0.4996221934369603,0.8025331030512378,0.6510776482440991,0.5809189133234894,0.7832172112752953,0.6213785729138507,0.029699075330248403,相对均衡型,0.6994906621392191,,,0.5153281519861831,0.8661956281739899,0.7264692885550155,0.0763965555310223,,,,,,,0.6016331935555065,,,component__govt_he_pct / component__uhc_index / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
ATG,2023,93316.0,188.7132652823903,8.868531298941798,131.3713881570402,107.58570246627744,202.23034129451577,9.503762804815675,140.78120382039543,115.29180683513808,77.5976,74.5494,80.2938,0.851,93.316,212.0807,35.4862,0.5,1.5783,11.2387545477439,93316.0,24.4500156687422,29434.85762596601,,37.956548996881885,16.15571376246534,92.36936864249084,95.06589764575064,131.43105823989453,86.19067354838688,40.675285049596944,17.312908571376116,98.98556372164563,101.87523859332872,140.84514792735922,92.3643036010833,,,,34.2,,,81.0,3.91348195,841.24884033,58.97968292,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.0696106680328827,0.5503022452504318,0.5651986183074266,0.5577504317789292,0.6476138581731506,0.5335076456062408,0.6247926156597687,-0.06704218388083949,相对均衡型,0.59830220713073,,,0.8583765112262521,0.2132921174652241,0.7395050817498895,0.5974828880547582,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__govt_he_pct / component__beds_10k,高收缩压 / 吸烟 / 高血糖
AUS,2023,26659922.0,46460.72710915254,12366.197149775438,57555.18749657677,10903.714328479376,174.27180435543863,46.384971230506366,215.88655621939463,40.89927318046683,83.9228,82.098,85.7372,0.958,26451.124,3.4431,37.7512,0.985,1.638,17.384024966198,26659922.0,87.4866955653765,64885.113046111066,,15437.90656466426,4156.857654318285,15257.92654499268,18551.85815186927,22799.62373700929,18075.73238195835,57.90679569379183,15.592159850723815,57.23169987141253,69.58706837877946,85.52021921522986,67.80114503695229,,,,,42.28,139.15,89.0,10.39852047,6980.38525391,73.6608429,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.4252849129221353,0.6703367875647668,0.4305195739781232,0.550428180771445,0.9295955166828039,0.865020952374278,0.9166806038210988,-0.3662524230496539,相对均衡型,,0.9232070365358592,0.9753544902093181,0.9933074265975821,0.9216162508279974,0.9832081307998233,0.8317509383969971,,,,,,,0.8787243434120503,,,component__govt_he_pct / component__ext_he_pct / component__che_pct_gdp,高收缩压 / 吸烟 / 高血糖
AUT,2023,9131761.0,31265.35744195235,3765.092695921272,24416.449949797905,6370.458297704174,342.38037375214213,41.230740663506985,267.37942385699654,69.76155308602769,81.9559,79.5435,84.3191,0.93,9130.429,110.6464,43.0857,-0.124,1.3175,20.1640196753077,9131761.0,69.2265358276021,48011.93127136777,31.2,9503.099544582252,3671.475672765758,7981.237781471788,7881.366442511103,19046.43312178463,11329.768600915626,104.06645054094444,40.20556027217267,87.40086147098889,86.30719137865198,208.57349553700135,124.06992036821404,,,,,55.15,109.37,84.0,11.15297318,6267.93164063,76.50154114,0.0,7049.649005115365,,,,,,16.13623428,,,,,,1.0,类型1-高负担转型承压型,-0.0114445328301476,0.8313903281519861,0.6792602187679907,0.7553252734599885,0.91826039291966,0.7861415223211942,0.8918366187999669,-0.13651134533997844,高压高响应型,,0.9786874154262517,0.9223497636731938,0.935880829015544,0.9547361448443364,0.9761378700839594,0.8699492161625083,0.9855471438403304,,,,,,0.8787243434120503,,0.7623308098187658,component__wdi_out_of_pocket_pct / component__govt_he_pct / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
AZE,2023,10153958.0,35211.851107930845,1801.9024243565416,10862.668990444285,2926.452031961153,346.77956229414036,17.745813251901787,106.97965256941464,28.820801031096966,74.4286,71.5605,77.1338,0.789,10318.207,124.8301,32.5962,-0.26,1.6705,8.01054873196477,10153958.0,58.5075350483702,10436.325811080038,,11434.756852784723,9202.97321029188,7903.717648231541,6699.618841381298,22516.980573916942,15483.542038410029,112.61378915280844,90.63434387154132,77.83878609928799,65.98036786621826,221.75569934322104,152.48774949049454,,,,36.828089676,,,67.0,4.27113533,299.81060791,32.62691879,0.43997195,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.2127611833517663,0.5202396373056994,0.7434153713298791,0.6318275043177892,0.4546441531713925,0.5196680984705903,0.4676489422312321,0.16417856208655712,相对均衡型,0.6278438030560272,,,0.46027633851468047,0.2735703245749614,0.5309323906319046,0.24089202914550673,,,,,,,0.5943500331052748,,,component__govt_he_pct / component__che_pct_gdp / component__uhc_index,高收缩压 / 吸烟 / 高血糖
BDI,2023,13689450.0,12090.691127532937,1737.179266828236,8321.92756888859,3802.4865939872457,88.32123370575836,12.689912792904288,60.79081021435186,27.776766736335247,63.6511,61.5995,65.6967,0.439,13689.45,527.5318,15.9017,2.71,4.8784,2.51029451549531,13689450.0,23.5534768372276,147932.64388037036,,2432.0808021153284,12336.504954342352,1388.562452476692,2237.8226680684247,7140.927160217201,5153.0664843622835,17.766095804545316,90.11687799248584,10.143303437878746,16.34706045946641,52.16372579042402,37.642611531962814,,,,,,7.94,48.0,9.09471226,28.14028931,14.73785591,57.42037582,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.110507213842377,0.23046200345423143,0.16943724812895797,0.1999496257915947,0.23344112402232908,0.25860727765749913,0.23847435474936313,-0.03852472895776843,低压低响应型,,,0.12288993923024984,0.24568221070811744,0.8487524839920513,0.1005302695536898,0.06491499227202473,,,,,,,0.017876848377841537,,,component__ext_he_pct / component__govt_he_pct / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
BEL,2023,11779946.0,26972.784847459432,7038.941415580742,32610.718373565414,4676.659121349307,228.9720585090919,59.75359662583123,276.8324945934847,39.70017452838329,82.115,79.8564,84.3286,0.951,11712.893,386.845,41.4401,0.253,1.3795,20.1452749547016,11779946.0,87.551492636772,46817.57617291883,26.8,12000.262162768204,3632.1563166817978,6550.207887658544,7731.84514414239,13606.674459657328,9073.062886927684,101.87026462403313,30.83338681418232,55.60473611388833,65.6356586366558,115.50710384968936,77.02126042791438,,,,54.219734252,33.91,,86.0,10.80371571,5931.01464844,73.65628815,0.01125566,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.1912890765732133,0.7512953367875648,0.5130253310305124,0.6321603339090386,0.861608691841616,0.8782201984921262,0.8649309931717181,-0.23277065926267948,相对均衡型,0.801358234295416,0.7855209742895806,,0.9693436960276338,0.9414881872378008,0.9701723376049491,0.8315301391035549,,,,,,,0.731847274332377,,,component__ext_he_pct / component__doctors_10k / component__beds_10k,高收缩压 / 吸烟 / 高血糖
BEN,2023,14111034.0,10584.310455784913,2050.127853486994,5128.323786943558,3637.3503618036248,75.0073343724132,14.528544495654916,36.34265063030504,25.776639485126495,60.7738,59.3475,62.2083,0.515,14111.034,125.1422,17.7722,2.507,4.5564,3.08788133145022,14111034.0,51.7457922964593,229052.2114518268,,1648.287822512596,11478.135543681658,2476.342706472328,2839.810476812442,6152.508599793678,3368.397691705996,11.680843675329504,81.34156252250301,17.548981219039852,20.124751147310977,43.60069290311169,23.870665265961343,,,,,2.16,6.11,38.0,3.33732462,46.52822113,14.66711426,38.42430878,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.2631142467817208,0.1539291882556131,0.14784830166954518,0.15088874496257915,0.11518130926288372,0.40563650835508724,0.17327234908132444,-0.022383604118745293,低压低响应型,,0.1459742895805142,0.08558406482106684,0.1411917098445596,0.1278427909030691,0.17852408307556342,0.0633693972179289,,,,,,,0.063782829397484,,,component__govt_he_pct / component__ext_he_pct / component__nurses_10k,高收缩压 / 高血糖 / 膳食风险
BFA,2023,23025776.0,16054.704052718544,2996.664058586349,9714.16869223312,6819.767064367137,69.72492068331832,13.0143889986003,42.18823588066313,29.617968420986713,61.092,58.9209,63.2217,0.459,23025.776,84.1585,17.2537,2.26,4.1857,2.62071297835956,23025776.0,27.7872478365158,139626.50786573402,,3286.0009545002868,18189.998998788695,2623.4989876209797,3930.8937430399865,9641.697866518563,6960.970062334571,14.270967260778905,78.99841898396255,11.393748413173912,17.071710169681086,41.87349805938598,30.231207245022144,,,,,1.08,9.49,47.0,7.79943228,71.73455048,31.44460487,20.92311287,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.3241026244723518,0.17746113989637305,0.13126079447322972,0.15436096718480138,0.26618162944141,0.27849982007987945,0.2686452675691039,-0.11428430038430251,低压低响应型,,0.08474289580514209,0.14821066846725187,0.23585924006908462,0.732612055641422,0.27507733097657977,0.22565687789799072,,,,,,,0.16111233723239904,,,component__doctors_10k / component__nurses_10k / component__ext_he_pct,高收缩压 / 高血糖 / 膳食风险
BGD,2023,171466990.0,408948.6140813718,160330.14131813965,157162.74794458807,51693.526249368464,238.49990839716253,93.50496052805244,91.65772837360012,30.14780060545091,74.6723,73.0316,76.3734,0.685,171466.99,1317.2543,25.325,1.214,2.163,6.32054805417649,171466990.0,32.1578465036834,67281.63193003577,,199148.50854371596,271271.0728102117,44693.04942340142,77062.52807601403,200843.01184084392,171316.28575349392,116.14393449358153,158.2060038554428,26.0651040899484,44.94306926132781,117.13217327769264,99.91210888666905,,,,9.24924405,7.22,6.64,54.0,2.17014575,53.46432495,14.48319054,3.49973083,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.4508374513003491,0.6368199481865285,0.603483016695452,0.6201514824409903,0.18512152598430004,0.4593522363453783,0.2399676680565157,0.38018381438447457,相对均衡型,0.13276740237691,0.27080514208389717,0.09858203916272788,0.29371761658031087,0.021417531463899315,0.20415377817057004,0.0622654007507176,,,,,,,0.39726329728536747,,,component__che_pct_gdp / component__govt_he_pct / component__nurses_10k,高收缩压 / 吸烟 / 高血糖
BGR,2023,6446596.0,61862.07635261857,2123.7841799541875,18061.936224268768,4000.641100131634,959.6083941450428,32.944272914793906,280.1778834018569,62.05819474543828,75.6363,72.1634,79.213,0.845,6795.803,62.6942,44.314,-0.517,1.7494,21.8324383446666,6446596.0,73.7322671584613,20892.213908844624,39.5,14005.442666663266,11118.31568389997,13850.354123760431,12480.565300010996,43098.49093998792,25672.245526225608,217.253301845862,172.46800767257588,214.84755867686496,193.59930884471427,668.5464846872352,398.2294768622946,,,,81.997644135,43.92,46.83,73.0,7.91853094,1257.87597656,62.81087875,0.51729333,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.676721397202941,0.8392163212435233,0.9811456534254462,0.9101809873344848,0.7316482491903289,0.6495422498211327,0.7152270493164897,0.1949539380179951,高压高响应型,0.9585738539898132,0.9372462787550744,0.5530047265361242,0.625107944732297,0.7449768160741885,0.7998232434821034,0.6535659085890925,,,,,,,0.5808872213639373,,,component__nurses_10k / component__ext_he_pct / component__uhc_index,高收缩压 / 吸烟 / 高血糖
BHR,2023,1577059.0,1287.1687052804828,220.227114976166,915.745445313466,947.4314665175496,81.61829743088133,13.964418260582894,58.06665732312272,60.075841583450554,81.2835,80.6723,81.9872,0.899,1569.666,2004.6814,32.8757,2.311,1.8235,3.63800440284889,1577059.0,100.0,28141.792346996102,,662.8777109837542,699.6959260635496,906.8838505205678,1086.9955795360172,798.982977000858,667.9437257557227,42.032524527221504,44.367136934226906,57.50475096496503,68.92548595429956,50.6628462854502,42.353756311952985,,,,,,,78.0,3.99562383,1175.81628418,59.2651329,0.0,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.5540310441175912,0.3544905008635578,0.35643350604490504,0.3554620034542314,0.6523048366991511,0.6708075388681458,0.6560053771329502,-0.30054337367871875,相对均衡型,,,,0.7638169257340242,0.22720247295208656,0.7912063632346443,0.6005740781629498,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__govt_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
BHS,2023,399440.0,968.9342169460753,56.21015862783984,703.9241975380148,368.12743337188,242.57315665583695,14.07224079407166,176.22776826006782,92.16088357998196,74.5518,70.9062,78.1872,0.82,399.44,74.5503,34.5965,0.463,1.3728,11.4979577684286,399440.0,81.3213799173676,31136.210882454307,,144.20283208453617,28.377079474552048,490.2841051067859,365.0863103262889,658.5570514762854,436.1218611377891,36.101249770813176,7.104215770717016,122.74286628950178,91.39953693327882,164.87008098244678,109.18332193515648,,,,21.73042259,,42.24,80.0,6.30260801,2262.33447266,50.55857849,0.51326126,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.0394352559583897,0.6264572538860104,0.5833693149107658,0.6049132843983881,0.6073070466197811,0.7063183014792576,0.6271092975916763,-0.022196013193288233,相对均衡型,0.39524617996604416,,0.5151924375422012,0.8287996545768567,0.5776109516449547,0.8694211224038887,0.4833296533451093,,,,,,,0.581549326859413,,,component__beds_10k / component__govt_he_pct / component__nurses_10k,高收缩压 / 吸烟 / 高血糖
BIH,2023,3185073.0,18554.380062107357,1168.2528189968898,9135.499099301,2741.602682562869,582.5417521704325,36.678996650842535,286.822283172191,86.07660429016444,77.8504,74.4237,80.9035,0.804,3185.073,62.2121,44.9153,-0.59,1.4855,21.642423894209,3185073.0,51.5657239834305,12316.395839268696,,6782.154245403419,6293.683488548452,3723.699467523328,5255.515821447019,11410.26299729533,7154.106578248547,212.9355981920483,197.59934822682095,116.91096146064244,165.0045641480437,358.2418047339992,224.61358274201396,,,,,,,64.0,8.9216938,772.88568115,67.29257202,1.27983189,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.7432753001561514,0.8689550949913644,0.9423934945308002,0.9056742947610823,0.6346066462880369,0.5974069932842673,0.627166715687283,0.2785075790737993,高压高响应型,,,,0.39820811744386875,0.834179730624862,0.7271321254971277,0.7142857142857143,,,,,,,0.49922754358861177,,,component__uhc_index / component__ext_he_pct / component__govt_he_pct,高收缩压 / 吸烟 / 高血糖
BLR,2023,9178298.0,76520.44607175887,1212.0617970515357,21172.557304114165,1105.0569759606335,833.7106299202627,13.205735933301964,230.68064802552897,12.03988992251759,74.4339,69.5355,79.0653,0.824,9115.68,44.9247,40.5346,-0.653,1.2076,17.0619745317958,9178298.0,78.8146420666327,16963.400029304397,,19108.429513258296,7920.634853279555,12732.782245065517,8670.658296839298,49145.78714738361,28242.69825072728,208.191426267248,86.29742522284148,138.72705206417916,94.46913029887784,535.456433724244,307.711715731253,,,,97.65479946,47.29,108.15,80.0,7.08167362,558.22644043,66.75576019,0.0769902,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.1348907937018116,0.4961679620034542,0.8705742659758204,0.6833711139896373,0.8011049980232463,0.7026052482282377,0.7814050480642447,-0.09803393407460737,高压高响应型,0.9745331069609507,0.9573748308525034,0.9155975692099932,0.8287996545768567,0.664164274674321,0.6738842244807778,0.7087657319496578,,,,,,,0.6857205914809092,,,component__che_pct_gdp / component__che_pc_usd / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
BLZ,2023,411106.0,449.5794434875774,83.91645316013872,307.29444845768535,345.45366246944576,109.35852152184044,20.41236400347811,74.74822757577982,84.03031395052511,73.5656,70.9277,76.4947,0.721,411.106,18.023,25.9457,1.455,2.0072,4.84133634796907,411106.0,41.9459437504976,9556.306790241912,,140.55972666552185,162.69666439301724,265.31437010550775,299.2261420245492,298.4494164780636,197.23864191028912,34.19062885618839,39.57535632975856,64.53673021203966,72.78564215179277,72.59670656182678,47.97756342896701,,,,10.02174622,,20.6,70.0,4.14735794,309.40835571,65.07689667,1.59533632,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.0114558660479694,0.4985967184801382,0.3921991940126655,0.4453979562464019,0.4223139391164192,0.3701529023912954,0.4118817317713944,0.03351622447500746,低压低响应型,0.14838709677419354,,0.31212018906144495,0.5454447322970639,0.25193199381761977,0.5382235969951392,0.6838154117906823,,,,,,,0.4762745530787906,,,component__beds_10k / component__che_pct_gdp / component__nurses_10k,高收缩压 / 高血糖 / 膳食风险
BOL,2023,12244159.0,15266.402441958966,2511.8194852613933,15607.75547333626,8519.345497754528,124.68314436262196,20.514430474656475,127.47102902972968,69.5788538661947,68.5814,66.1283,71.1453,0.733,12244.16,11.3027,24.6636,1.383,2.547,5.55046673477261,12244159.0,70.9151414044538,12726.9354368392,42.1,3435.43033022366,6538.783004528775,7484.656049710126,6891.364474000062,8294.702665076162,7171.21778309763,28.057707599383996,53.403284002835754,61.1283800684892,56.282873115254894,67.74416001193843,58.56847973876874,,,,14.911597454,,,67.0,6.91864729,255.04104614,67.28231049,1.22657216,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.0904648056935766,0.5505181347150259,0.38870898100172707,0.46961355785837644,0.5109352312556344,0.4566869971574866,0.5000855844360049,-0.030472026577628486,相对均衡型,0.25195246179966047,,,0.46027633851468047,0.6440715389710753,0.4920459566946531,0.714064914992272,,,,,,,0.5032001765614654,,,component__beds_10k / component__uhc_index / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
BRA,2023,211140729.0,379656.93854870665,73935.05539749011,289443.2993944416,115189.95794088431,179.81227039748765,35.016955633173986,137.085488321129,54.556010337960096,75.8482,72.7605,78.9829,0.786,211140.729,25.2617,33.9418,0.411,1.6191,10.6336314676644,211140729.0,87.6159710235763,18992.10524872364,51.6,141737.2766790325,87398.83005828348,134657.8094083781,150483.39599419534,220160.0472270472,143324.07413166075,67.12929208415896,41.39363848567723,63.77633062372257,71.27160955961052,104.27170933327945,67.88082754590695,,,,,23.57,55.02,84.0,9.73092747,1009.83563232,44.12654495,0.01882005,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.0004402666540726,0.6410297927461139,0.4908966609096143,0.5659632268278642,0.7019627108854732,0.5468946075281134,0.6709490902140013,-0.10498586338613713,相对均衡型,,0.574424898511502,0.6284604996623903,0.935880829015544,0.8893795539854272,0.7673442333186036,0.39302274232722456,,,,,,,0.7252262193776209,,,component__govt_he_pct / component__doctors_10k / component__nurses_10k,高收缩压 / 吸烟 / 高血糖
BRB,2023,282336.0,924.11092547439,62.04307741477465,844.5108232990302,494.8474392157888,327.30892464099156,21.974908412237426,299.1155301835509,175.26898419464356,76.1782,73.6313,78.6145,0.811,282.336,656.5953,38.9047,0.028,1.7081,16.093413521478,282336.0,59.4235740235775,27709.94856901037,,132.28824924541922,140.870094706648,433.60474875890617,588.2070043903968,586.864084809334,362.5710879349243,46.854899568393414,49.89448554440383,153.57756317256965,208.33581420378445,207.8601683134046,128.41829874154354,,,,63.96633798,23.98,41.37,82.0,5.40463829,1286.47680664,41.64141464,0.87460673,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.4519290769768883,0.8000863557858376,0.7101683937823835,0.7551273747841105,0.6252203695452001,0.6489306897706849,0.629962433590297,0.1251649411938135,高压高响应型,0.8617996604414262,0.5837280108254398,0.5048953409858203,0.8865500863557858,0.46721130492382423,0.8018117543084401,0.35968204901744316,,,,,,,0.5360847495034209,,,component__govt_he_pct / component__che_pct_gdp / component__nurses_10k,高收缩压 / 吸烟 / 高血糖
