iso3,year,analysis_population_total,gbd_rate_cardiovascular_diseases,gbd_rate_chronic_respiratory_diseases,gbd_rate_neoplasms,gbd_rate_diabetes_kidney,gbd_rate_cardiovascular_diseases_per100k,gbd_rate_chronic_respiratory_diseases_per100k,gbd_rate_neoplasms_per100k,gbd_rate_diabetes_kidney_per100k,life_expectancy,life_expectancy_male,life_expectancy_female,hdi,population_thousands,pop_density,median_age,pop_growth_rate,tfr,wdi_population_65_plus_pct,wdi_population_total,wdi_urban_population_pct,wdi_gdp_per_capita,wdi_gini,dbd_smoking,dbd_pm25,dbd_high_bmi,dbd_high_glucose,dbd_high_sbp,dbd_dietary_risks,dbd_smoking_per100k,dbd_pm25_per100k,dbd_high_bmi_per100k,dbd_high_glucose_per100k,dbd_high_sbp_per100k,dbd_dietary_risks_per100k,wdi_diabetes_prevalence,wdi_pm25,mpower_group,beds_10k,doctors_10k,nurses_10k,uhc_index,che_pct_gdp,che_pc_usd,govt_he_pct,ext_he_pct,wdi_health_expenditure_per_capita,wdi_government_health_expenditure_pct,wdi_external_health_expenditure_pct,wdi_hospital_beds,wdi_physicians,wdi_nurses_midwives,wdi_out_of_pocket_pct,wb_hnp_hci,wb_hnp_skilled_birth_attendance,wb_hnp_immunization_dpt,wb_hnp_immunization_measles,wb_hnp_immunization_hepb3,vulnerability_type_code,vulnerability_type_label,overall_vulnerability_score,burden_pressure_score,risk_pressure_score,combined_pressure_score,resource_response_score,context_support_score,adjusted_response_score,adaptation_gap_score,response_diagnosis_type,component__beds_10k,component__doctors_10k,component__nurses_10k,component__uhc_index,component__che_pct_gdp,component__che_pc_usd,component__govt_he_pct,component__wdi_health_expenditure_per_capita,component__wdi_government_health_expenditure_pct,component__wdi_hospital_beds,component__wb_hnp_immunization_dpt,component__wb_hnp_immunization_measles,component__wb_hnp_immunization_hepb3,component__ext_he_pct,component__wdi_external_health_expenditure_pct,component__wdi_out_of_pocket_pct,weakest_resource_components,dominant_risk_triplet
DZA,2023,46164219.0,109291.63396281777,9200.418223019768,24739.02848417639,19943.222196615137,236.74533292292404,19.92976036921532,53.58918448111597,43.200605639218416,76.261,74.8955,77.6961,0.763,46164.219,19.3826,28.1889,1.442,2.7662,6.37685866623239,46164219.0,74.732808364138,137226.56866619285,,27964.195874084413,20543.034792778824,32665.503979264733,31841.145021894343,71555.08880640268,36104.98061369734,60.575477024932255,44.49990758595705,70.75935581031867,68.97364606535278,155.00119000475817,78.20988071670257,,,,,,,70.0,4.35082531,233.37947083,53.07563782,0.03647264,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.1447255593251222,0.49104058721934374,0.5492947610823259,0.5201676741508348,0.5072336481695986,0.676686475719394,0.5411242136795577,-0.020956539528722895,相对均衡型,,,,0.5454447322970639,0.28836387723559287,0.47039328325231994,0.5197615367630823,,,,,,,0.7122048112999337,,,component__che_pct_gdp / component__che_pc_usd / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
ECU,2023,17980083.0,24962.337082979597,4197.685591868331,17035.465138955104,10446.189731245748,138.83326947367038,23.346308200403367,94.7463097859732,58.0986735781239,77.3924,74.6639,80.1391,0.777,17980.083,72.3952,28.4065,0.868,1.8228,8.09288255232192,17980083.0,63.1307729554263,8047.604265024651,44.6,4302.242351967252,7064.235633379203,10299.229097320607,10304.96686252131,15490.037496136823,12930.643781754708,23.927822535453547,39.28922704850252,57.28132121147943,57.31323299520537,86.15109004856554,71.91648548983177,,,,13.150664513,,,78.0,7.56167889,509.49414063,61.9509697,0.26570976,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.1041614502955,0.5365932642487046,0.3916594703511802,0.4641263672999424,0.6020701991542448,0.4499692048296998,0.5716500002893358,-0.10752363298939338,相对均衡型,0.22071307300509338,,,0.7638169257340242,0.7107529255906381,0.6546619531595228,0.6400971516891146,,,,,,,0.6223791657470757,,,component__beds_10k / component__ext_he_pct / component__govt_he_pct,高收缩压 / 吸烟 / 高血糖
EGY,2023,114535772.0,349970.03989043017,14836.451082251278,78428.32392472225,74172.77843921803,305.5552285363128,12.95355225985754,68.47495987954073,64.75948705284672,71.6335,69.4931,73.8094,0.754,114535.772,115.0593,24.0277,1.821,2.75,4.96968538776552,114535772.0,42.7098115041919,28928.41421942793,,96910.0641321327,113114.50766531492,143061.85784731418,97222.38367504296,217279.50323335567,113009.25493240888,84.61117643851277,98.75910878333708,124.9058310335693,84.88385940686108,189.70449095445545,98.66721370892655,,,,,,,71.0,4.88449335,141.41111755,32.24971008,3.46332574,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.2294940116943845,0.548089378238342,0.7412204951065055,0.6446549366724237,0.3939264004098141,0.46189393994516703,0.4075199083168847,0.23713502835553896,相对均衡型,,,,0.5765328151986183,0.37933318613380435,0.38068935041979673,0.23515124751600794,,,,,,,0.3979254027808431,,,component__govt_he_pct / component__che_pct_gdp / component__che_pc_usd,高收缩压 / 吸烟 / 高血糖
ERI,2023,3470390.0,8163.513900839299,1137.1487059787923,5902.8453300647625,2778.511106917083,235.23332826683165,32.76717331420366,170.0916994938541,80.06336771708895,68.6239,66.5092,70.656,0.503,3470.39,28.6468,18.6512,1.809,3.7135,4.15096057661539,3470390.0,34.696403503418,,,1301.9952790747368,5854.727464138517,1189.3290586399085,2016.816805162024,4349.739548025936,3637.0953403436993,37.51726114571379,168.7051733130431,34.270760883932596,58.11499010664576,125.33863767547554,104.80364859118713,,,,10.220747397,0.89,15.16,40.0,3.6837678,28.29782677,23.05821609,28.4961319,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.6499582798679252,0.7192357512953368,0.5793033966609096,0.6492695739781231,0.14385685312998847,0.24946193103684564,0.16497786871135992,0.48429170526676324,相对均衡型,0.15415959252971137,0.06782814614343707,0.23666441593517892,0.1611614853195164,0.175977036873482,0.10163499779054352,0.1437403400309119,,,,,,,0.10968881041712646,,,component__doctors_10k / component__che_pc_usd / component__ext_he_pct,高收缩压 / 高血糖 / 膳食风险
ESP,2023,48352528.0,116602.2971145186,29476.588853932542,128860.03443325378,27497.97474085268,241.1503636676837,60.961836067666496,266.50113192272755,56.86977677951539,83.6703,80.9615,86.3118,0.918,47911.58,95.3741,44.9034,0.018,1.2131,20.6537075238774,48352528.0,80.128491001856,31532.892585469028,33.4,49509.70629215019,21505.218907630908,38862.21465445123,42888.87228995903,62301.85490179342,36965.21397301585,102.3932115651744,44.475893602979575,80.37266356466664,88.70037217073538,128.84921942818258,76.44939262124176,,,,29.071466308,44.29,62.21,84.0,9.2206583,3106.62011719,73.18374634,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.0725127011674169,0.8069948186528497,0.5979778353483017,0.7024863270005757,0.8198496114538603,0.7674681095306479,0.8093733110692178,-0.10688698406864217,高压高响应型,0.5252971137521223,0.9396143437077131,0.6966576637407157,0.935880829015544,0.8597924486641643,0.8992487847989394,0.8235813645396335,,,,,,,0.8787243434120503,,,component__beds_10k / component__nurses_10k / component__govt_he_pct,高收缩压 / 吸烟 / 高血糖
EST,2023,1370286.0,7172.147500449873,262.1519997557363,3749.2098664727982,1142.6986615446306,523.4051504904724,19.131188653736253,273.60783562503,83.39125274173644,79.1535,74.9004,83.0435,0.905,1367.196,31.4544,41.8899,0.004,1.35,20.9140825455897,1370286.0,70.6770085523126,26799.600616647345,30.7,1345.5810546197577,220.6402270247528,2511.648059546674,1367.279257125747,5102.919641283726,2967.8017188612644,98.19709568803574,16.10176466991218,183.29371091485092,99.7805755240692,372.39814471458703,216.58264908648735,,,,41.252314957,34.9,70.41,79.0,7.47082138,2258.4597168,75.76696777,0.00938582,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.2333372301990968,0.7730462003454232,0.7343480138169257,0.7536971070811744,0.7776905554332147,0.7601005513404526,0.7741725546146623,-0.020475447533487845,高压高响应型,0.6835314091680815,0.8105548037889039,0.7663740715732613,0.7958765112262521,0.6997129609185251,0.8689792311091471,0.860454846544491,,,,,,,0.7360406091370558,,,component__beds_10k / component__che_pct_gdp / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
ETH,2023,128691692.0,101185.461520342,14033.100720831282,105466.86421455748,39887.02281050738,78.62625780096356,10.904434080197875,81.953125781078,30.994248494694883,67.315,64.0776,70.7263,0.497,128691.692,128.6917,18.7334,2.585,3.9885,3.17131039041743,128691692.0,23.0586471557617,13563.136236594128,,11737.550113836982,87977.82198633501,12218.791933487651,25332.160418737945,60964.2570263064,54386.04840531155,9.120674327474832,68.36324911038936,9.49462373490874,19.68437901860669,47.37233311557237,42.26072993531824,,,,,1.43,,33.0,2.80310345,34.79846954,21.91303253,26.87509155,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.0394776208990507,0.259229274611399,0.1411917098445596,0.2002104922279793,0.1095820675188946,0.192813928409957,0.1262284396971071,0.0739820525308722,低压低响应型,,0.10453315290933694,,0.10006476683937823,0.06933097814086996,0.13278833406981883,0.131154780304703,,,,,,,0.11962039284926065,,,component__che_pct_gdp / component__uhc_index / component__doctors_10k,高收缩压 / 高血糖 / 膳食风险
FIN,2023,5583911.0,24534.13957260562,2296.9904750051687,16350.96448731412,1640.4848039566575,439.37196657693187,41.13587188272107,292.82279906169924,29.378777777021472,81.9102,79.1651,84.6646,0.948,5601.185,18.5237,42.7885,0.388,1.2803,23.5778747195571,5583911.0,74.0062548602828,44043.41408427841,27.4,4339.304455277979,440.36486001522167,6013.32618015571,6795.963699107732,14694.626564059983,8220.81244979983,77.71084559331227,7.8863158817399075,107.69022250096232,121.70616077347458,263.1601141934387,147.22319982893407,,,,,28.75,130.2,86.0,10.47389507,5515.40478516,81.14877319,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.0932198961952045,0.7361291018998273,0.6863845710995969,0.711256836499712,0.9010198548423298,0.8424661126939694,0.8893091064126577,-0.17805226991294565,高压高响应型,,0.6833558863328822,0.9689399054692776,0.9693436960276338,0.9251490395230735,0.96155545735749,0.9200706557739016,,,,,,,0.8787243434120503,,,component__doctors_10k / component__ext_he_pct / component__govt_he_pct,高收缩压 / 吸烟 / 高血糖
FJI,2023,924145.0,2912.405494922258,442.43052015344347,990.853968678226,2174.1357783355484,315.14594516252953,47.87457814016669,107.218452588958,235.25916153152895,67.3157,65.3413,69.3621,0.731,924.146,50.5827,27.6656,0.519,2.2811,6.34304879480558,924145.0,58.6069049738768,9375.053945317431,,1080.5622114698035,499.2171776793807,1921.1059192975777,2500.3558415628495,1923.493330042292,1784.6115611535065,116.92561356386751,54.019356018739565,207.8792742802891,270.5588237303507,208.13761152657776,193.1094753695044,,,,,7.54,21.3,69.0,3.61524153,212.88697815,74.75609589,11.63894844,401.472292725391,74.75609589,11.63894844,,,,8.31420898,,,,,,1.0,类型1-高负担转型承压型,0.5693460478042698,0.8065090673575129,0.8051597582037996,0.8058344127806563,0.4904151808352704,0.4584593176283218,0.48402400819388075,0.3218104045867755,高压低响应型,,0.2811231393775372,0.3214044564483457,0.5153281519861831,0.16559947008169573,0.45360141405214316,0.8474276882313977,0.4916265198440009,0.8467556373676944,,,,,0.25204149194438313,0.28733509234828497,0.9323239275063088,component__che_pct_gdp / component__ext_he_pct / component__doctors_10k,高收缩压 / 吸烟 / 高血糖
FRA,2023,68372286.0,146720.435465571,21841.69258888343,212413.2795860287,29382.901391858355,214.59050742514444,31.94524253420959,310.6716068935134,42.97487053725008,83.3253,80.4282,86.088,0.92,66438.822,120.4955,41.8171,0.173,1.6389,21.7491423914771,68372286.0,78.7804323126547,39380.5621429718,31.8,57681.24716274736,17984.43447921506,43080.16302119282,46909.83449160719,76824.73518995453,51767.26086011931,84.36349073182569,26.30369047367388,63.00822386016583,68.6094282288692,112.36239079377064,75.71380728753067,,,,,40.09,,82.0,11.51974583,5149.0546875,67.71356964,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.1972762797654227,0.6940306563039724,0.5046416234887737,0.599336139896373,0.8845118292528911,0.7952478770401596,0.8666590388103448,-0.26732289891397176,相对均衡型,,0.9046008119079838,,0.8865500863557858,0.965334510929565,0.9531595227574017,0.7187017001545595,,,,,,,0.8787243434120503,,,component__govt_he_pct / component__ext_he_pct / component__uhc_index,高收缩压 / 吸烟 / 高血糖
FSM,2023,112630.0,282.1475401693083,48.347875513106935,98.85493666616637,180.52585243562703,250.50833718308468,42.92628563713658,87.76963212835511,160.28220938970702,67.1983,63.4879,71.1193,0.615,112.63,160.9007,22.8503,0.466,2.7485,5.73112966736364,112630.0,22.4334012451903,3007.053860739488,,157.34745206744142,90.02919853659827,175.21398951245644,209.24567481491627,163.2731188150811,169.68380557570342,139.70296729773722,79.93358655473521,155.5660032961524,185.78147457597112,144.96414704348848,150.6559580712984,,,,,,,65.0,12.88087559,507.7762146,14.23240566,71.46842957,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.8129185646482677,0.7468156303972366,0.8086859527921703,0.7777507915947035,0.4225545192791243,0.24296890806198643,0.3866373970356968,0.39111339455900673,高压低响应型,,,,0.41461571675302245,0.9801280635901966,0.6542200618647812,0.05873261205564142,,,,,,,0.005076142131979695,,,component__ext_he_pct / component__govt_he_pct / component__uhc_index,高收缩压 / 吸烟 / 高血糖
GAB,2023,2484789.0,2561.3499082885605,537.4054920279658,1838.9971767884065,1052.2386123111537,103.0811834843345,21.627811940086897,74.01019470016998,42.3472018071214,68.3367,65.9049,71.0522,0.733,2484.788,9.6433,21.5032,2.179,3.6473,4.04183293668656,2484789.0,91.6375962797313,1031218.6642374272,,567.5050941969326,1122.1444282805655,1058.3872624823014,1208.4733115868985,1643.8691817239712,1005.700468751421,22.839166391872013,45.16055199377354,42.59465340849067,48.63484632244019,66.15729471291007,40.474280462100445,,,,,,,48.0,3.13430715,252.98246765,65.685112,4.44977236,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.4415395062847921,0.4249784110535406,0.28015256188831317,0.3525654864709269,0.38001422039328114,0.6902621020774433,0.44206379673011365,-0.08949831025918675,低压低响应型,,,,0.24568221070811744,0.10112607639655553,0.4896155545735749,0.692868182821815,,,,,,,0.370779077466343,,,component__che_pct_gdp / component__uhc_index / component__ext_he_pct,高收缩压 / 高血糖 / 膳食风险
GBR,2023,68492000.0,184398.59033092984,50327.59479801406,210679.73946607,20615.808336788363,269.2264648877677,73.47952286108459,307.59758725992816,30.0995858447532,81.3015,79.3619,83.2082,0.946,68682.962,282.9475,39.7818,0.699,1.56,19.238129106618,68492000.0,83.1601932891335,40581.51749597926,,80941.84637496731,22780.268196701087,47079.35356283058,62775.21595586717,85124.09130383884,70363.21323172453,118.17708108241446,33.25975033098914,68.73701098351718,91.65335507193129,124.2832612623939,102.73201721620704,,,,,33.54,95.59,88.0,10.99128914,5407.17041016,81.77081299,0.00867189,5869.2954779345255,,,,,,13.82068539,,,,,,1.0,类型1-高负担转型承压型,-0.0868362269076325,0.7552892918825561,0.6128022452504318,0.684045768566494,0.888127196335517,0.839003684082914,0.8783024938849964,-0.19425672531850235,高压高响应型,,0.7774018944519621,0.8690074274139096,0.9872625215889465,0.9503201589754913,0.9584622182942996,0.9271362331640539,0.9722413397568249,,,,,,0.7373648201280071,,0.8139481532461573,component__ext_he_pct / component__doctors_10k / component__wdi_out_of_pocket_pct,高收缩压 / 吸烟 / 高血糖
GEO,2023,3715483.0,22504.775181521694,1030.2876124480365,8254.051712601831,1948.5433061105944,605.7025474621117,27.729574121265973,222.15285906574815,52.44387623656451,74.4965,69.5694,79.1071,0.844,3807.492,54.7919,36.7958,0.018,1.81,15.317458316393,3715483.0,60.7523077799724,14358.110503738682,34.8,7018.016733834292,4766.4416008904445,4326.194134061814,3838.62939426912,15031.126127232592,6718.742222852327,188.88571778781633,128.2859213967725,116.43692446074478,103.31441145792137,404.5537586158406,180.83092353947865,,,,40.446550934,56.42,59.67,71.0,6.85758877,554.3248291,33.67455673,0.84887135,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.4642913952739358,0.7540479274611399,0.8918033966609097,0.8229256620610248,0.6254456065911546,0.6035478394253311,0.6210660531579899,0.2018596089030349,高压高响应型,0.6760611205432937,0.9800405953991881,0.6698176907494936,0.5765328151986183,0.6359019651137117,0.6723376049491825,0.25391918745860015,,,,,,,0.5389538733171485,,,component__govt_he_pct / component__ext_he_pct / component__uhc_index,高收缩压 / 吸烟 / 高血糖
GHA,2023,33787914.0,58119.132615761126,4176.118653424782,18051.116352080455,16031.17499607577,172.0116033672902,12.359800174182938,53.42477298859129,47.44647744775179,65.4979,63.1341,67.9429,0.628,33787.914,148.4922,20.9311,1.897,3.3967,3.6318149146467,33787914.0,57.8074737774654,7235.475307368933,,5701.895567041739,32525.14645730624,12747.39309224107,17439.67252486543,33733.38770100436,15310.424791369554,16.87554776847644,96.26266497927703,37.72767117923015,51.615120498014264,99.83862188415765,45.31331762999501,,,,,2.66,41.1,56.0,2.94686937,70.25730896,63.22566223,8.53308582,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.0504942265461424,0.3896804835924007,0.38064910765687965,0.3851647956246402,0.32562520307604254,0.32763534002636946,0.32602723046610793,0.059137565158532246,低压低响应型,,0.15866035182679297,0.5016880486158002,0.3120682210708117,0.0832413336277324,0.2702165267344233,0.6586442923382645,,,,,,,0.29485764731847275,,,component__che_pct_gdp / component__doctors_10k / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
GIN,2023,14405468.0,18918.04251387135,2448.002850866219,7441.923207691714,4194.519487137829,131.32542805184357,16.99356696267153,51.66040567159438,29.117550968408864,60.7405,59.5174,61.8973,0.5,14405.468,58.6255,17.9844,2.445,4.2175,3.44105793716664,14405468.0,37.6454083954705,2704234.9927421473,,4201.688151171416,16884.84541559453,3022.3263451500843,3481.3825290162367,11349.932788086971,6092.3192756884555,29.16731446122692,117.21136318233135,20.98041066871333,24.167090781196674,78.78905973819782,42.29171364434987,,,,,,,43.0,3.69442987,59.33010101,21.83618927,18.13282204,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.1142060551690684,0.31395725388601037,0.3180051813471502,0.31598121761658027,0.18363876305100998,0.4069547082227829,0.22830195208536458,0.08767926553121569,低压低响应型,,,,0.19235751295336787,0.17730183263413557,0.23000441891294743,0.12982998454404945,,,,,,,0.18870006621054955,,,component__govt_he_pct / component__che_pct_gdp / component__ext_he_pct,高收缩压 / 高血糖 / 膳食风险
GMB,2023,2697845.0,2638.883652564821,375.3901957128536,792.2149610974196,661.6525553224595,97.81450204014024,13.91444637156151,29.36473226213588,24.52522496001288,65.8603,64.1743,67.5336,0.524,2697.846,266.5855,18.1705,2.303,4.0058,2.97785770163636,2697845.0,63.8020182456108,12717.763995142896,,673.4333939611685,2639.7668990464913,573.0154872012762,741.4295967727383,1684.0129858244156,1011.586732930205,24.96190084905428,97.84724100333752,21.239748288032715,27.482290375197177,62.42067227080932,37.49610273867494,,,,11.097734194,0.9,6.58,53.0,2.89250112,25.74407768,44.92813492,17.44900703,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.1893289421179759,0.15036701208981001,0.266947322970639,0.2086571675302245,0.17465897250635803,0.3119596977844926,0.20211911756198497,0.006538049968239534,低压低响应型,0.18098471986417658,0.06918132611637348,0.09689399054692775,0.2860535405872193,0.07705895341134908,0.0868316394167035,0.4062706999337602,,,,,,,0.19399691017435444,,,component__doctors_10k / component__che_pct_gdp / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
GNB,2023,2153339.0,2876.9067344746095,329.2097343586615,1027.726694847401,663.4733059167175,133.60212834461316,15.288337524127016,47.72712029306119,30.811372752581807,64.0849,61.6566,66.3625,0.514,2153.339,76.5768,18.9426,2.234,3.8361,3.14256138954433,2153339.0,45.5923843383789,152486.13643162392,,382.5376069890676,2451.1424413476097,554.4155225058166,561.5237037900907,1805.0659417406332,1117.5326026901862,17.764857599712244,113.8298447828052,25.746783135670537,26.076883565016505,83.82637112598773,51.89766231374559,,,,,1.43,5.66,43.0,8.82204819,82.13543701,10.63656521,25.1414032,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.0809183494422902,0.29803540587219346,0.3272884283246978,0.3126619170984456,0.23766336186893142,0.3828276921491869,0.2666962279249825,0.04596568917346311,低压低响应型,,0.10453315290933694,0.0800135043889264,0.19235751295336787,0.8255685581806138,0.3002651347768449,0.031795098255685585,,,,,,,0.12911057161774442,,,component__govt_he_pct / component__nurses_10k / component__doctors_10k,高收缩压 / 高血糖 / 膳食风险
GNQ,2023,1847549.0,1498.4952041290264,252.7298031151745,1172.287022759297,469.6623483961905,81.10719683911097,13.67919352153445,63.450930002900975,25.42083313601915,63.7071,62.0366,65.661,0.674,1847.549,65.8663,20.979,2.389,4.0813,3.62342216634038,1847549.0,71.1290664883517,955136.740461717,,357.9878614160266,738.0017053900451,508.14906793841527,544.9217887166312,931.157482288803,588.5358013030772,19.37636627856834,39.944905677199635,27.50395621108914,29.494307794631226,50.399609552374685,31.854949519773346,,,,,,,49.0,3.49941635,233.68379211,32.25142288,1.03861904,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.5479623836218057,0.22625215889464595,0.1622049510650547,0.1942285549798503,0.3259320862672183,0.5781091811318257,0.37636750524013984,-0.18213895026028953,低压低响应型,,,,0.25377806563039723,0.14903952307352616,0.4708351745470614,0.2353720468094502,,,,,,,0.5206356212756565,,,component__che_pct_gdp / component__govt_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
GRC,2023,10407351.0,46517.49671089906,5307.553452896737,35209.700141151996,9221.446500684391,446.9676934207278,50.99812097138587,338.31567841953245,88.60512632546352,81.8568,79.2866,84.3312,0.908,10242.908,78.2977,45.7474,-2.077,1.3336,23.4829980176041,10407351.0,78.7746303842088,23244.746912124596,33.4,18741.12584230587,9340.176671886522,13738.143063569269,13753.216906700847,26582.63810833098,13069.049066993535,180.07585063966684,89.74595621773996,132.00422531698285,132.1490637406276,255.4217505331662,125.57517342303083,,,,,67.12,41.28,77.0,8.39367008,1962.59594727,50.62671661,0.27350739,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.4281247452773086,0.9158570811744388,0.8433002302820954,0.8795786557282671,0.7112039191245246,0.7477426063230034,0.7185116565642204,0.16106699916404665,高压高响应型,,0.9922192151556157,0.5040513166779204,0.7342400690846287,0.7895782733495252,0.8526292532037119,0.4844336498123206,,,,,,,0.6212756565879497,,,component__govt_he_pct / component__nurses_10k / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
GRD,2023,117081.0,310.00818909229054,28.975907728013727,200.07428212762005,178.7874613506694,264.7809542900133,24.74859945508983,170.8853546925804,152.70407781849266,75.2052,72.3643,78.3591,0.791,117.081,344.3559,33.3852,0.126,1.4874,11.8704144993637,117081.0,36.462128238584,15665.300469843824,,57.04510018997867,46.614212059334285,131.31971803108542,165.70637141761588,214.8245388061524,121.49351719008236,48.72276474404785,39.813643596599185,112.16142502292038,141.53139400723933,183.48368975850255,103.76877306316342,,,,30.06465609,,45.77,78.0,4.65330839,526.3918457,45.187397,2.68215346,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.4225898523869484,0.7264680483592401,0.6532815198618308,0.6898747841105355,0.5268745506736542,0.504556563665222,0.5224109532719677,0.16746383083856775,高压高响应型,0.5415959252971138,,0.5454085077650236,0.7638169257340242,0.3415765069551777,0.6606274856385329,0.41112828438948995,,,,,,,0.42396821893621717,,,component__che_pct_gdp / component__govt_he_pct / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
GTM,2023,18124838.0,16421.88866547572,2332.646851132357,11246.27744531334,13880.381941379235,90.6043334868743,12.869890760581455,62.04898187400815,76.58210209315656,72.6023,70.3123,74.877,0.662,18124.838,169.1381,22.6305,1.549,2.3108,4.734740380431,18124838.0,55.6082319565539,16286.412465888305,45.2,3548.6398623567493,10553.14006888464,9106.067717566326,13753.154709153472,10450.98379904306,7920.400818131863,19.57887768352329,58.22474147843219,50.24082266316712,75.88015246896812,57.66111564165738,43.6991537145428,,,,4.452452606,,22.73,58.0,6.80241346,392.01223755,35.81219101,2.97076392,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.0762853599955589,0.3809369602763385,0.3358520437535981,0.3583945020149683,0.3755466813304568,0.3604699819716511,0.3725313414586957,-0.0141368394437274,低压低响应型,0.03701188455008489,,0.33946657663740715,0.33560017271157166,0.6297195848973284,0.5930181175430844,0.28063590196511373,,,,,,,0.4133745310086074,,,component__beds_10k / component__govt_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
GUY,2023,826353.0,2092.4944020576972,125.22005704069768,903.5842036855672,1064.2881353417683,253.22040363593973,15.153337259100851,109.34603053241985,128.7934012875573,70.1802,66.5068,73.9437,0.776,826.353,4.1979,25.6074,0.552,2.4125,6.47955534741206,826353.0,26.4651457279878,1310405.4964870857,,443.7600411614987,416.790209001621,957.7373748071496,1019.4156268757991,1497.7894700969437,687.2165906479445,53.70102621537027,50.43730814816682,115.899303906097,123.36321485803272,181.25298390602367,83.1625940303895,,,,32.382980783,12.49,39.27,73.0,2.46673751,505.03240967,70.1448822,1.23711646,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.1639100297984687,0.6245682210708117,0.6501511226252158,0.6373596718480137,0.5008727306861669,0.5656378218057952,0.5138257489100926,0.12353392293792109,相对均衡型,0.5724957555178268,0.3680649526387009,0.4826130992572586,0.625107944732297,0.044601457275336716,0.6524524966858153,0.7593287701479355,,,,,,,0.5023173692341646,,,component__che_pct_gdp / component__doctors_10k / component__nurses_10k,高收缩压 / 吸烟 / 高血糖
HND,2023,10644851.0,15555.82667211398,3342.4546375816217,5472.949615148362,3107.2553469591335,146.1347525870863,31.399731547032665,51.41405563260925,29.19021926149209,72.8842,70.3462,75.5006,0.645,10644.851,97.5929,23.5459,1.701,2.5002,4.29272330819849,10644851.0,58.3132392705102,17386.140766726177,46.8,2478.633835891707,7569.365297381046,3491.1770669797943,3979.70186406383,9516.051292196587,6725.49923196392,23.28481475120419,71.10823155139556,32.796861759547355,37.38616786711087,89.39581486106839,63.18077380288291,,,,5.286121793,19.02,7.35,64.0,7.70976162,249.15301514,31.92416763,10.07830715,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.0428367998689082,0.40241796200345425,0.3500287852619459,0.3762233736327001,0.3447403800412393,0.35146042696552116,0.34608438942609565,0.030138984206604436,低压低响应型,0.04923599320882852,0.4841001353179973,0.11343686698176908,0.39820811744386875,0.724221682490616,0.4856385329209015,0.23161845882093177,,,,,,,0.2714632531450011,,,component__beds_10k / component__nurses_10k / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
HRV,2023,3859686.0,20774.319775102955,1776.1853454569966,13216.651119267304,5163.0702827274135,538.2385970025271,46.0189078970931,342.42814361757155,133.769179221507,78.5803,75.4077,81.6883,0.889,3896.023,69.7013,44.7608,-0.343,1.4677,22.815365461733,3859686.0,57.2431560672198,23477.974313386516,30.1,8019.437658154303,4325.452142361213,6193.842872001332,8213.451640667188,13171.255186297158,9882.098069985866,207.77435413539607,112.0674620256988,160.4753047787134,212.8010320183349,341.2519875009821,256.0337309818951,,,,55.969881089,39.73,80.45,76.0,7.14699411,1548.33959961,84.0160675,0.08524875,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.6252967857047045,0.928162780656304,0.921164363845711,0.9246635722510075,0.794546701048241,0.712951155314597,0.7782275919015123,0.14643598034949523,高压高响应型,0.8125636672325977,0.8995263870094723,0.8092505064145847,0.7062823834196891,0.6716714506513579,0.8252319929297393,0.9498785603886067,,,,,,,0.6819686603398808,,,component__che_pct_gdp / component__ext_he_pct / component__uhc_index,高收缩压 / 吸烟 / 高血糖
